PID,trip start,trip end,travel_time,dist_per_trip,n_ACC,n_BRK,n_HTURN,speed_mean,speed_sd,speed_max,rpm_mean,rpm_sd,rpm_max,acc_value,brk_value,hturn_value,egl_mean,egl_sd,egl_max,air_mean,air_sd,air_max,fuel_mean,fuel_sd,fuel_max,thro_mean,thro_sd,thro_max,trip start formatted,trip end formatted,crossinglane,nearcollision,smoking,eyeclosing,mobilephone
1151,2023-03-08 13:07:00,2023-03-08 13:18:00,666.50085,6.233381,0,1,2,35.666667,35.52112,75.0,881.0,991.259655,2879.5,0.0,-0.352477,0.349991,31.686275,32.82259,82.745098,36.9,1.911951,39.0,0.0,0.0,0.0,22.039216,6.213758,31.764706,20230308130700,20230308131800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-08 14:12:00,2023-03-08 14:15:00,180.333641,0.613588,1,1,1,2.0,2.828427,4.0,0.0,0.0,0.0,0.311153,-0.379158,0.405244,9.542484,16.528067,28.627451,42.666667,1.527525,44.0,0.0,0.0,0.0,19.215686,0.679236,19.607843,20230308141200,20230308141500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-08 14:24:00,2023-03-08 14:38:00,848.865894,8.138878,1,1,0,37.615385,31.884005,73.0,799.711538,682.898326,1648.25,0.327399,-0.363925,0.0,30.784314,28.065836,68.627451,36.785714,2.516975,42.0,0.0,0.0,0.0,21.540616,4.582248,31.764706,20230308142400,20230308143800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 08:34:00,2023-03-09 08:46:00,666.598333,6.50356,1,2,3,35.3,28.612546,77.0,1182.925,925.557648,2868.75,0.350504,-0.359219,0.389391,39.098039,32.328069,76.470588,25.166667,0.57735,26.0,0.0,0.0,0.0,22.470588,6.027405,35.686275,20230309083400,20230309084600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 08:46:00,2023-03-09 08:50:00,240.229482,3.243841,0,0,0,40.0,37.363083,74.0,479.416667,830.374025,1438.25,0.0,0.0,0.0,18.333333,27.639641,58.431373,26.25,0.957427,27.0,0.0,0.0,0.0,20.490196,5.066519,27.45098,20230309084600,20230309085000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 08:54:00,2023-03-09 09:10:00,971.844861,16.869745,0,1,2,61.2,33.503092,105.0,975.333333,785.19713,2297.5,0.0,-0.336897,0.463573,32.034314,26.904636,67.058824,28.5625,1.504161,32.0,0.0,0.0,0.0,21.421569,4.813316,30.196078,20230309085400,20230309091000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 12:18:00,2023-03-09 12:21:00,180.243572,0.928507,0,0,0,14.0,19.79899,28.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333,23.094011,40.0,33.333333,1.154701,34.0,0.0,0.0,0.0,19.607843,0.0,19.607843,20230309121800,20230309122100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 12:21:00,2023-03-09 12:37:00,971.370708,22.199827,0,1,0,80.066667,32.687845,110.0,1094.133333,678.926798,2245.25,0.0,-0.43745,0.0,41.887255,29.695095,87.058824,29.625,2.028957,35.0,0.0,0.0,0.0,23.088235,6.65647,41.568627,20230309122100,20230309123700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 12:38:00,2023-03-09 12:45:00,423.109452,5.308524,0,0,0,55.666667,27.485754,72.0,472.625,783.596384,1859.25,0.0,0.0,0.0,16.302521,20.805092,46.666667,32.857143,1.46385,35.0,0.0,0.0,0.0,19.383754,1.105881,21.176471,20230309123800,20230309124500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 12:46:00,2023-03-09 12:51:00,301.864512,2.841215,1,2,0,29.5,27.135463,65.0,486.875,973.75,1947.5,0.362409,-0.324896,0.0,29.803922,41.70621,86.666667,33.2,1.643168,35.0,0.0,0.0,0.0,22.431373,9.679207,39.215686,20230309124600,20230309125100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 15:00:00,2023-03-09 15:03:00,179.882653,1.262133,0,2,0,26.0,36.769553,52.0,0.0,0.0,0.0,0.0,-0.33158,0.0,0.0,0.0,0.0,36.5,1.732051,38.0,0.0,0.0,0.0,19.607843,0.0,19.607843,20230309150000,20230309150300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-09 16:23:00,2023-03-09 16:29:00,362.318416,1.52312,1,0,0,16.0,21.400935,50.0,447.45,616.205688,1211.5,0.362104,0.0,0.0,12.679739,17.300593,43.921569,35.166667,2.136976,38.0,0.0,0.0,0.0,18.366013,2.251632,20.392157,20230309162300,20230309162900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 12:53:00,2023-03-10 12:57:00,241.023897,1.306326,0,1,0,20.333333,28.571548,53.0,401.0,694.552374,1203.0,0.0,-0.315195,0.0,15.980392,20.309978,42.352941,30.75,0.957427,32.0,0.0,0.0,0.0,18.921569,1.372549,19.607843,20230310125300,20230310125700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 13:05:00,2023-03-10 13:15:00,606.58925,0.142641,0,0,0,0.0,0.0,0.0,918.2,492.30945,1300.0,0.0,0.0,0.0,19.098039,12.54364,38.039216,37.4,2.01108,40.0,0.0,0.0,0.0,17.45098,1.504688,19.607843,20230310130500,20230310131500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 13:22:00,2023-03-10 13:27:00,301.477635,0.008427,0,0,0,0.0,0.0,0.0,549.5625,634.580517,1100.0,0.0,0.0,0.0,16.705882,15.252835,28.235294,39.2,1.30384,41.0,0.0,0.0,0.0,18.196078,1.288759,19.607843,20230310132200,20230310132700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 13:33:00,2023-03-10 13:39:00,362.099557,3.917273,0,1,1,35.4,28.866936,71.0,223.1,437.929846,1001.5,0.0,-0.351941,0.307961,33.006536,46.154325,100.0,36.0,1.414214,38.0,0.0,0.0,0.0,19.869281,6.183988,31.372549,20230310133300,20230310133900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 13:39:00,2023-03-10 13:44:00,301.94361,2.885734,0,0,0,39.25,27.956812,65.0,852.5,1140.023556,2409.25,0.0,0.0,0.0,22.901961,30.779443,74.509804,34.8,1.788854,37.0,0.0,0.0,0.0,20.941176,8.335525,35.294118,20230310133900,20230310134400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 13:44:00,2023-03-10 13:48:00,240.791952,1.239804,0,1,1,16.333333,11.015141,29.0,38.0,65.817931,114.0,0.0,-0.305663,0.332089,42.45098,50.544517,100.0,35.5,1.732051,37.0,0.0,0.0,0.0,20.882353,7.039735,30.588235,20230310134400,20230310134800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 14:11:00,2023-03-10 14:27:00,973.527523,9.607919,3,3,3,38.875,30.436546,78.0,778.59375,733.39626,2039.0,0.360047,-0.368036,0.323547,28.72549,32.985809,100.0,33.4375,1.998958,36.0,0.0,0.0,0.0,20.196078,5.490196,32.54902,20230310141100,20230310142700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 16:33:00,2023-03-10 16:53:00,1175.848237,3.724653,1,3,1,40.666667,29.581526,78.0,1037.5,546.879649,1430.25,0.413694,-0.376248,0.356815,31.045752,32.179253,72.156863,33.0,2.329929,36.0,0.0,0.0,0.0,20.588235,6.658588,31.372549,20230310163300,20230310165300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 17:03:00,2023-03-10 17:09:00,364.684267,2.491188,0,1,1,14.857143,24.155252,64.0,981.321429,1176.137054,3263.25,0.0,-0.47577,0.34827,21.372549,23.253282,68.235294,32.714286,1.253566,34.0,0.0,0.0,0.0,19.901961,4.24312,29.803922,20230310170300,20230310170900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-10 17:09:00,2023-03-10 17:16:00,442.922588,1.426661,1,0,1,25.5,6.363961,30.0,744.5,1052.881997,1489.0,0.354232,0.0,0.343217,21.30719,23.353372,46.27451,32.333333,1.527525,34.0,0.0,0.0,0.0,18.300654,3.706522,21.176471,20230310170900,20230310171600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 09:17:00,2023-03-12 09:25:00,483.658433,3.136198,1,3,0,29.0,20.445048,54.0,634.083333,701.375518,1443.75,0.316004,-0.347351,0.0,20.718954,23.169027,45.882353,23.571429,0.534522,24.0,0.0,0.0,0.0,18.627451,1.948984,20.392157,20230312091700,20230312092500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 10:58:00,2023-03-12 11:04:00,362.241796,3.064471,1,2,2,29.0,32.726136,66.0,503.9,690.272446,1287.5,0.320349,-0.369954,0.376022,18.039216,20.086702,41.568627,28.833333,0.752773,30.0,0.0,0.0,0.0,18.235294,1.801362,19.607843,20230312105800,20230312110400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 12:02:00,2023-03-12 12:12:00,606.134186,12.20386,0,4,0,73.555556,33.723549,114.0,863.444444,684.731263,1622.5,0.0,-0.378967,0.0,30.705882,26.398789,68.235294,30.8,1.398412,33.0,0.0,0.0,0.0,21.764706,5.31385,30.196078,20230312120200,20230312121200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 13:52:00,2023-03-12 13:59:00,423.769979,0.121514,0,0,0,0.0,0.0,0.0,816.142857,562.789812,1310.75,0.0,0.0,0.0,20.504202,14.011427,29.411765,41.125,1.642081,43.0,0.0,0.0,0.0,18.151261,1.079068,19.607843,20230312135200,20230312135900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 13:59:00,2023-03-12 14:09:00,605.546742,10.782497,1,0,2,68.111111,36.56653,113.0,990.194444,766.898041,1660.75,0.320674,0.0,0.319815,42.627451,34.268841,84.313725,35.8,4.366539,43.0,0.0,0.0,0.0,25.72549,6.585953,34.901961,20230312135900,20230312140900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-12 14:10:00,2023-03-12 14:13:00,179.318859,1.42857,2,0,0,15.0,21.213203,30.0,0.0,0.0,0.0,0.326203,0.0,0.0,20.392157,35.320252,61.176471,35.666667,2.309401,37.0,0.0,0.0,0.0,21.176471,2.716942,24.313725,20230312141000,20230312141300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-13 07:52:00,2023-03-13 07:56:00,241.527256,0.804633,0,2,2,11.0,7.416198,18.0,781.85,713.752356,1312.5,0.0,-0.344065,0.344908,28.235294,22.92961,47.058824,25.2,0.447214,26.0,0.0,0.0,0.0,19.542484,0.761094,20,20230313075200,20230313075600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-13 10:00:00,2023-03-13 10:03:00,178.550514,0.343339,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.647059,10.814574,15.294118,29.0,0.0,29.0,0.0,0.0,0.0,17.843137,2.495671,19.607843,20230313100000,20230313100300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 12:11:00,2023-03-14 12:15:00,240.363608,1.260111,1,2,3,20.333333,27.790886,52.0,598.166667,1036.055058,1794.5,0.362848,-0.32225,0.32524,30.490196,37.198271,75.686275,28.25,0.5,29.0,0.0,0.0,0.0,22.058824,4.154827,28.235294,20230314121100,20230314121500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 12:15:00,2023-03-14 12:40:00,1457.928318,27.623842,2,4,5,70.869565,39.719819,118.0,984.673913,686.282597,1935.75,0.366205,-0.4176,0.3381,41.862745,30.777661,100.0,29.125,2.028332,34.0,0.0,0.0,0.0,21.944444,6.303725,33.333333,20230314121500,20230314124000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 12:41:00,2023-03-14 12:44:00,179.924738,2.276354,0,0,0,46.5,7.778175,52.0,0.0,0.0,0.0,0.0,0.0,0.0,25.098039,43.471079,75.294118,32.666667,0.57735,33.0,0.0,0.0,0.0,22.614379,5.207473,28.627451,20230314124100,20230314124400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 16:44:00,2023-03-14 16:52:00,484.527842,4.042943,0,1,1,32.857143,23.455124,56.0,609.428571,577.809382,1264.0,0.0,-0.409392,0.408458,16.323529,18.243801,52.156863,32.0,2.267787,35.0,0.0,0.0,0.0,18.480392,2.768508,23.529412,20230314164400,20230314165200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 17:32:00,2023-03-14 17:37:00,282.118398,0.01165,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN ,20230314173200,20230314173700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 18:10:00,2023-03-14 18:16:00,361.813547,3.582658,0,0,0,34.2,22.532199,55.0,664.75,755.992758,1667.75,0.0,0.0,0.0,19.738562,29.493394,74.901961,33.5,3.209361,39.0,0.0,0.0,0.0,21.24183,6.897577,34.901961,20230314181000,20230314181600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 18:16:00,2023-03-14 18:32:00,910.907984,15.13428,0,0,1,57.357143,37.265383,104.0,1060.339286,657.486104,2117.75,0.0,0.0,0.407967,36.287582,26.414139,72.941176,29.2,1.698739,32.0,0.0,0.0,0.0,20.862745,6.109885,33.333333,20230314181600,20230314183200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 18:33:00,2023-03-14 18:38:00,300.746756,3.343078,0,0,0,43.5,47.388466,85.0,610.3125,1220.625,2441.25,0.0,0.0,0.0,27.921569,38.458774,75.686275,29.2,1.923538,32.0,0.0,0.0,0.0,23.45098,5.264259,29.411765,20230314183300,20230314183800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-14 18:38:00,2023-03-14 18:52:00,862.757844,7.178268,0,1,1,65.0,20.05991,84.0,1075.708333,607.585908,1825.0,0.0,-0.489584,0.344139,43.305322,26.981852,73.72549,27.857143,0.899735,29.0,0.0,0.0,0.0,21.568627,4.556451,27.843137,20230314183800,20230314185200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 08:32:00,2023-03-15 08:44:00,728.39103,9.219945,3,3,0,47.909091,30.001515,83.0,736.068182,774.70183,2181.25,0.350905,-0.337496,0.0,25.13369,34.075455,83.921569,20.769231,0.725011,22.0,0.0,0.0,0.0,20.926916,5.465695,32.156863,20230315083200,20230315084400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 09:46:00,2023-03-15 09:59:00,788.740347,8.952245,2,3,0,39.75,28.22676,71.0,755.083333,692.856147,1615.5,0.311194,-0.34384,0.0,27.571644,27.699799,71.764706,25.307692,1.797434,28.0,0.0,0.0,0.0,21.085973,4.534329,31.764706,20230315094600,20230315095900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 10:08:00,2023-03-15 10:12:00,239.773041,2.697331,0,0,0,42.0,36.428011,65.0,467.666667,810.022428,1403.0,0.0,0.0,0.0,18.169935,31.47125,54.509804,27.0,1.414214,29.0,0.0,0.0,0.0,21.30719,2.943354,24.705882,20230315100800,20230315101200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 10:12:00,2023-03-15 10:16:00,240.567015,0.436173,0,1,0,11.0,15.556349,22.0,489.75,692.611092,979.5,0.0,-0.327498,0.0,29.803922,30.618386,61.176471,27.0,0.0,27.0,0.0,0.0,0.0,20.784314,4.623461,25.882353,20230315101200,20230315101600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 12:42:00,2023-03-15 12:57:00,910.494643,20.696369,1,1,3,85.142857,36.838227,117.0,1319.5,782.949822,2196.0,0.370477,-0.349501,0.356865,44.836601,27.553895,76.470588,25.4,2.746426,32.0,0.0,0.0,0.0,25.098039,6.526791,35.294118,20230315124200,20230315125700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 12:58:00,2023-03-15 13:04:00,362.196835,4.591188,0,1,0,47.0,37.596542,83.0,722.6,692.07267,1525.0,0.0,-0.431384,0.0,26.27451,23.377286,60.784314,26.5,1.870829,29.0,0.0,0.0,0.0,18.823529,5.726027,29.411765,20230315125800,20230315130400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 14:40:00,2023-03-15 14:43:00,178.556968,2.153754,0,0,1,53.5,12.020815,62.0,0.0,0.0,0.0,0.0,0.0,0.311138,4.705882,8.150827,14.117647,25.333333,2.309401,28.0,0.0,0.0,0.0,18.169935,2.490531,19.607843,20230315144000,20230315144300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 14:46:00,2023-03-15 14:50:00,240.659838,5.63658,0,0,0,91.333333,7.571878,100.0,761.166667,1318.37934,2283.5,0.0,0.0,0.0,29.803922,34.748137,65.490196,24.75,1.707825,27.0,0.0,0.0,0.0,21.470588,4.828203,26.666667,20230315144600,20230315145000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 14:50:00,2023-03-15 14:53:00,179.521875,1.955692,0,0,2,41.5,58.689863,83.0,0.0,0.0,0.0,0.0,0.0,0.459175,23.921569,41.433372,71.764706,25.0,2.645751,27.0,0.0,0.0,0.0,22.745098,5.433885,29.019608,20230315145000,20230315145300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 14:54:00,2023-03-15 14:57:00,179.48238,0.759962,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.888889,15.396007,26.666667,28.0,1.0,29.0,0.0,0.0,0.0,17.908497,2.943354,19.607843,20230315145400,20230315145700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 15:04:00,2023-03-15 15:07:00,179.45271,1.005437,0,0,0,21.0,29.698485,42.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333,57.735027,100.0,29.0,1.0,30.0,0.0,0.0,0.0,19.607843,0.0,19.607843,20230315150400,20230315150700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 15:08:00,2023-03-15 15:11:00,178.545219,0.643906,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.430281,0.0,20.588235,29.116162,41.176471,28.5,0.707107,29.0,0.0,0.0,0.0,17.843137,2.495671,19.607843,20230315150800,20230315151100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-15 15:24:00,2023-03-15 15:34:00,610.689397,3.335851,2,2,0,33.6,31.085366,69.0,902.4,981.376243,2374.0,0.351721,-0.455844,0.0,29.960784,35.909237,74.509804,29.428571,3.457222,35.0,0.0,0.0,0.0,22.666667,9.173454,35.294118,20230315152400,20230315153400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 08:22:00,2023-03-16 08:28:00,300.985838,0.236082,0,0,0,0.0,0.0,0.0,541.9375,650.180756,1300.0,0.0,0.0,0.0,7.54902,9.041604,18.039216,18.6,0.547723,19.0,0.0,0.0,0.0,17.352941,2.834673,19.607843,20230316082200,20230316082800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 08:29:00,2023-03-16 08:42:00,787.230362,10.548508,0,0,1,47.583333,29.159306,78.0,805.125,761.155316,2003.0,0.0,0.0,0.353917,37.073906,34.469531,100.0,20.538462,1.391365,23.0,0.0,0.0,0.0,20.874811,5.135992,31.764706,20230316082900,20230316084200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 08:44:00,2023-03-16 08:55:00,666.017825,15.090441,0,0,1,84.9,31.613816,110.0,1314.8,788.36026,2467.75,0.0,0.0,0.37344,52.727273,28.283382,82.352941,23.090909,1.30035,26.0,0.0,0.0,0.0,26.27451,5.731396,35.294118,20230316084400,20230316085500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 08:55:00,2023-03-16 08:58:00,179.038843,1.149251,0,1,0,26.5,26.162951,45.0,0.0,0.0,0.0,0.0,-0.340917,0.0,24.183007,41.886196,72.54902,26.0,1.0,27.0,0.0,0.0,0.0,21.830065,3.849002,26.27451,20230316085500,20230316085800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 09:05:00,2023-03-16 09:16:00,643.461328,0.004329,0,0,0,0.0,0.0,0.0,1100.75,0.0,1100.75,0.0,0.0,0.0,25.882353,0.784314,26.666667,29.0,1.0,30.0,0.0,0.0,0.0,16.862745,0.0,16.862745,20230316090500,20230316091600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 12:39:00,2023-03-16 12:43:00,240.49115,1.201806,0,1,0,17.0,29.444864,51.0,388.75,673.334751,1166.25,0.0,-0.41057,0.0,14.215686,17.562251,36.078431,28.5,1.290994,30.0,0.0,0.0,0.0,18.72549,1.514592,19.607843,20230316123900,20230316124300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 12:45:00,2023-03-16 12:53:00,483.625129,10.719281,0,1,1,77.0,39.79531,104.0,1123.892857,813.086338,1892.75,0.0,-0.390692,0.306841,37.990196,30.415686,71.764706,26.375,1.06066,28.0,0.0,0.0,0.0,22.745098,6.419885,31.764706,20230316124500,20230316125300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 18:48:00,2023-03-16 18:54:00,365.635237,0.588354,0,0,0,30.0,4.242641,33.0,1181.75,77.464508,1268.75,0.0,0.0,0.0,17.908497,4.9656,23.529412,27.0,0.0,27.0,0.0,0.0,0.0,16.20915,0.59903,16.862745,20230316184800,20230316185400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-16 20:46:00,2023-03-16 20:52:00,379.222398,0.781633,0,0,0,11.0,9.899495,18.0,1126.125,10.429825,1133.5,0.0,0.0,0.0,19.019608,6.932419,23.921569,26.75,0.5,27.0,0.0,0.0,0.0,15.686275,0.0,15.686275,20230316204600,20230316205200,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 08:55:00,2023-03-17 09:01:00,362.901685,3.136882,1,3,0,21.4,33.560393,79.0,539.65,779.824051,1701.5,0.360762,-0.341885,0.0,20.862745,33.631195,77.254902,22.428571,0.534522,23.0,0.0,0.0,0.0,20.54902,4.09048,27.45098,20230317085500,20230317090100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 11:12:00,2023-03-17 11:16:00,239.418207,2.878426,1,2,1,54.0,16.093477,71.0,388.5,672.901739,1165.5,0.303362,-0.348246,0.407711,16.764706,19.364172,34.117647,27.5,0.57735,28.0,0.0,0.0,0.0,19.215686,0.452824,19.607843,20230317111200,20230317111600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 11:16:00,2023-03-17 11:21:00,292.751921,0.058177,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN ,20230317111600,20230317112100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 12:13:00,2023-03-17 12:16:00,177.700715,3.475204,0,3,1,61.5,0.707107,62.0,0.0,0.0,0.0,0.0,-0.398531,0.330357,0.0,0.0,0.0,28.75,1.258306,30.0,0.0,0.0,0.0,19.607843,0.0,19.607843,20230317121300,20230317121600,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 12:16:00,2023-03-17 12:28:00,666.000848,17.125323,0,0,0,91.4,24.631506,112.0,1203.1,670.212624,2058.5,0.0,0.0,0.0,46.381462,24.508449,72.941176,28.636364,1.361817,32.0,0.0,0.0,0.0,23.778966,5.772231,33.333333,20230317121600,20230317122800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 12:28:00,2023-03-17 12:33:00,301.287434,2.019573,0,0,0,41.0,28.495614,66.0,406.625,813.25,1626.5,0.0,0.0,0.0,15.215686,26.836827,61.960784,32.8,1.643168,35.0,0.0,0.0,0.0,20.627451,5.049543,29.019608,20230317122800,20230317123300,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 13:47:00,2023-03-17 13:49:00,119.062472,0.163376,0,0,0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.666667,0.57735,40.0,0.0,0.0,0.0,19.607843,0.0,19.607843,20230317134700,20230317134900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 13:52:00,2023-03-17 13:55:00,179.474389,0.538371,0,0,0,2.5,3.535534,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.581699,13.131888,22.745098,36.666667,1.154701,38.0,0.0,0.0,0.0,18.954248,1.132059,19.607843,20230317135200,20230317135500,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 13:55:00,2023-03-17 14:07:00,726.610736,12.689135,0,0,2,59.909091,38.754237,107.0,876.568182,602.796857,1586.5,0.0,0.0,0.393632,33.954248,27.31643,70.980392,31.583333,2.193309,36.0,0.0,0.0,0.0,21.535948,6.199323,30.588235,20230317135500,20230317140700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-17 14:11:00,2023-03-17 14:21:00,605.465937,9.609119,1,0,0,57.222222,21.52776,75.0,727.5,917.525511,2412.5,0.416588,0.0,0.0,40.980392,38.797443,100.0,31.9,1.523884,34.0,0.0,0.0,0.0,21.803922,6.802914,33.333333,20230317141100,20230317142100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-18 08:52:00,2023-03-18 09:00:00,472.922343,1.331939,1,2,3,10.0,9.165151,18.0,904.0,608.49103,1280.0,0.310899,-0.3937,0.330675,14.215686,10.669622,25.882353,0.0,0.0,0.0,0.0,0.0,0.0,17.45098,1.739103,19.607843,20230318085200,20230318090000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-18 10:23:00,2023-03-18 10:27:00,240.353938,1.264923,1,1,2,29.666667,26.764404,52.0,573.666667,993.619813,1721.0,0.321511,-0.359821,0.378961,23.235294,29.661467,61.960784,30.5,1.732051,33.0,0.0,0.0,0.0,20.490196,2.608654,24.313725,20230318102300,20230318102700,0.0,0.0,0.0,0.0,0.0
1151,2023-03-19 13:42:00,2023-03-19 13:49:00,421.46867,3.380197,2,4,0,29.666667,29.159332,60.0,558.0,616.37884,1260.75,0.326896,-0.370752,0.0,15.359477,19.268302,41.176471,28.285714,0.755929,29.0,0.0,0.0,0.0,18.627451,1.695823,19.607843,20230319134200,20230319134900,0.0,0.0,0.0,0.0,0.0
1151,2023-03-19 14:06:00,2023-03-19 14:10:00,242.320743,3.083079,1,1,2,44.25,26.158173,67.0,730.8125,854.733666,1628.0,0.322154,-0.351486,0.383849,25.098039,33.264828,70.196078,30.0,1.0,31.0,0.0,0.0,0.0,22.254902,6.103679,31.372549,20230319140600,20230319141000,0.0,0.0,0.0,0.0,0.0
1151,2023-03-19 14:11:00,2023-03-19 14:14:00,178.921557,0.076225,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.901961,21.074555,29.803922,30.0,0.0,30.0,0.0,0.0,0.0,18.431373,1.663781,19.607843,20230319141100,20230319141400,0.0,0.0,0.0,0.0,0.0
1151,2023-03-20 08:45:00,2023-03-20 08:51:00,360.791602,3.061788,1,3,3,29.0,26.944387,76.0,693.7,979.021552,2069.5,0.378313,-0.383106,0.37524,18.431373,33.328719,76.862745,16.714286,0.48795,17.0,0.0,0.0,0.0,20.392157,4.027968,27.058824,20230320084500,20230320085100,0.0,0.0,0.0,0.0,0.0
1151,2023-03-20 10:37:00,2023-03-20 10:48:00,685.338433,3.26292,0,2,2,33.285714,23.795758,70.0,809.642857,689.738535,1443.75,0.0,-0.379171,0.325244,60.952381,34.659403,100.0,20.125,0.64087,21.0,0.0,0.0,0.0,19.607843,4.459797,24.705882,20230320103700,20230320104800,0.0,0.0,0.0,0.0,0.0
1151,2023-03-21 08:55:00,2023-03-21 09:03:00,512.164646,1.403343,1,4,0,31.0,21.377558,55.0,886.916667,775.630644,1438.25,0.35323,-0.355478,0.0,31.503268,31.56883,63.137255,19.0,0.0,19.0,0.0,0.0,0.0,20.915033,1.132059,21.568627,20230321085500,20230321090300,0.0,0.0,0.0,0.0,0.0
